id;year;htl;htl_esp;tca_hhi;tourbgt;bgt;tnf_pct;gmp;gmp_srv_pct;tax_adm;loans;n_bsns;flypax;w_inet;educ
1100015;2007;5;0,247035573;0,560047562;0;23841818,48;101,9016852;191364;24,232353;42,07426684;9;49;0;72,18161924;3,675
1100015;2008;5;0,245579568;0,474435196;0;27756015,98;102,5906368;248962;24,42260265;38,77579711;11;167;0;86,56892102;3,7625
1100015;2009;8;0,35971223;0,388137357;10000;35397764,31;101,3141288;256986;23,76899909;40,49636945;16;68;0;112,4427715;3,85
1100015;2010;9;0,362756953;0,319727891;10000;40565143,36;102,1080864;262077;23,84642681;43,57574301;24;131;0;135,4906235;3,8125
1100015;2011;8;0,323101777;0,324196597;17000;38984424,76;103,4137733;280510;23,34533528;44,11750027;25;173;0;172,265311;3,775
1100015;2012;8;0,307810696;0,349421488;0;45814595,71;101,5430488;329029;21,67894015;40,32136985;26;261;0;179,1100449;4,2
1100015;2013;9;0,288554024;0,353634013;0;37997341,52;92,1537091;341325;21,3945653;40,17051198;19;160;0;180,0209783;4,625
1100015;2014;10;0,336927224;0,439513478;0;44669957,19;91,04240333;377799;23,22690108;38,45166345;40;174;0;186,7928648;4,8125
1100015;2015;4;0,137127185;0,494147987;0;45791140,51;89,20270115;421300;23,44623784;36,90268217;6;169;0;252,4918266;5
1100015;2016;7;0,226683938;0,424282229;0;50708094,96;89,45633841;478217;23,95167884;34,69868282;9;242;0;289,5562016;4,96875
1100015;2017;1;0,034482759;0,505190311;0;55991083,53;89,58133525;485374;22,32443435;37,09531207;3;181;0;310,1859285;4,9375
1100015;2018;2;0,067727735;0,589317208;0;53426690,33;89,00307274;498980;24,75089182;36,78023167;1;176;0;391,8237415;4,99375
1100015;2019;8;0,284596229;0,518598616;0;58297246,45;88,82333768;495775;26,28490747;37,98577984;2;202;0;441,8733968;5,05
1100049;2007;153;1,325019486;0,336223994;120401;82564375,46;72,87591502;814890;37,75221195;36,96719803;41;207;0;206,6838802;3,783333333
1100049;2008;126;1,052104208;0,322964876;133951,98;86105263,51;87,71281582;928699;39,66075122;37,44108694;64;379;0;280,2459109;3,875
1100049;2009;138;1,058363371;0,332218729;109269,72;94482783,09;87,45102341;985479;40,97144637;38,68626323;33;276;0;346,9709032;3,966666667
1100049;2010;140;0,992415113;0,338069759;55143,6;102883941;61,07853733;1186494;39,2287698;37,3989249;61;625;0;453,999744;4,325
1100049;2011;173;1,177591723;0,305305251;67866;119578750,6;84,34384336;1259024;40,62789907;38,43969615;67;566;133567;460,7377604;4,683333333
1100049;2012;200;1,242699143;0,341489119;13300;118686473,2;81,25489538;1372705;41,82042027;37,48088628;90;806;164124;525,5821313;4,875
1100049;2013;201;1,253977166;0,351842454;51969,5;126281324;72,15366207;1433254;41,82929195;38,56859984;108;653;142622;630,5875467;5,066666667
1100049;2014;210;1,184499972;0,365505715;51101;149477089,3;70,27168217;1660650;43,90521784;35,86710023;171;607;142299;700,6296242;5,145833333
1100049;2015;218;1,237932993;0,38625526;49500;165872045,9;69,79062315;1794478;43,74280431;35,64925287;43;731;135888;829,2443853;5,225
1100049;2016;225;1,336739544;0,353917234;13855,3;168743387,8;69,79012102;1947283;43,51180594;34,93015653;41;996;119252;920,4327775;5,184722222
1100049;2017;205;1,180603548;0,379844981;9700;167893132,3;65,61216658;2082761;42,07693538;34,9006439;23;959;130942;1041,09575;5,144444444
1100049;2018;205;1,148716799;0,347714101;62259,59;176017308,3;66,57538132;2175840;44,61283918;35,54645562;11;1168;159633;1038,353911;5,172222222
1100049;2019;222;1,239530988;0,342646111;128579,41;206512390,1;63,75901054;2261930;47,40518053;36,17720265;37;1292;167567;1190,712593;5,2
1100056;2007;8;0,526315789;0,315192744;0;15431194,94;102,4982502;143270;35,64598311;43,49898792;6;53;0;120,7305434;4,066666667
1100056;2008;6;0,37593985;0,506763788;0;20309751,56;102,1694476;167474;33,40458817;41,16758422;5;145;0;188,014536;4,253333333
1100056;2009;6;0,345025877;0,392561983;0;25351429,22;100,9702669;190902;33,03003635;40,73398917;10;65;0;238,2934107;4,44
1100056;2010;5;0,213401622;0,629552549;0;23138943,26;100,3144745;222021;36,35917323;41,70101026;8;102;0;230,9476878;4,478333333
1100056;2011;6;0,308324769;0,50617284;0;31002148,31;101,3614557;260142;39,58684103;40,74620784;21;94;0;226,8190223;4,516666667
1100056;2012;12;0,474495848;0,441176471;0;30044378,53;98,22621989;357333;39,36860016;35,54387644;25;160;0;348,1999015;4,658333333
1100056;2013;11;0,505282499;0,536790123;0;35855316,23;88,31117254;353270;42,33843802;39,24958247;37;96;0;524,4942001;4,8
1100056;2014;8;0,318471338;0,544192841;0;44661145,86;89,33261129;392417;43,37630633;37,7218622;38;104;0;592,6411813;5,066666667
1100056;2015;13;0,528885273;0,494791667;0;46927884,84;88,26768942;397736;43,29354144;39,47241386;19;121;0;694,2351726;5,333333333
1100056;2016;14;0,634345265;0,454861111;0;42903830,45;88,17823682;408194;42,91121379;38,62085185;4;210;0;773,4723131;5,380952381
1100056;2017;14;0,595998297;0,402366864;0;40010530,16;85,39973588;439245;42,45330055;38,45371034;6;162;0;780,0798288;5,428571429
1100056;2018;20;0,850701829;0,415576694;0;46082977,04;86,04351549;470647;44,29625601;37,93862491;5;173;0;713,4941984;5,535714286
1100056;2019;25;1,121076233;0,395001436;1200;47768287,61;83,99281808;506494;45,46233519;37,33193286;3;217;0;732,1371168;5,642857143
1100064;2007;10;0,524934383;0,326515705;0;15732199,28;95,92157485;137899;27,55132379;42,81104286;3;52;0;154,9646863;4,325
1100064;2008;7;0,385674931;0,506920415;0;16876724,25;100,8858242;157026;27,50499917;42,73878211;8;104;0;212,240794;4,4125
1100064;2009;5;0,243664717;0,54122449;0;20463738,94;102,975334;174168;27,37242203;42,04044371;14;53;0;273,1316645;4,5
1100064;2010;5;0,284575982;0,680966264;0;22624221,19;102,6715277;193093;28,31692501;43,65305837;13;85;0;359,3136087;4,54
1100064;2011;7;0,359342916;0,61316568;0;25704581,51;103,2044791;206425;28,27516047;43,88664164;29;104;0;338,5910495;4,58
1100064;2012;10;0,500751127;0,443758573;0;28203383,36;101,8839442;222071;27,66367513;42,93671844;31;208;0;370,6252116;4,765
1100064;2013;6;0,27688048;0,417408791;0;27004572,42;89,96464557;242767;27,22734144;42,2050773;17;137;0;408,6165493;4,95
1100064;2014;6;0,271616116;0,455254943;0;30756871,97;87,39494105;273759;27,23673012;38,74393171;19;152;0;547,2607665;5,175
1100064;2015;11;0,503432494;0,487144169;0;32671758,16;89,79451535;285372;27,84786174;39,42608245;8;123;0;590,6502632;5,4
1100064;2016;2;0,08783487;0,663371488;0;32812804,65;89,66213302;306518;28,05707985;38,91353852;1;219;0;648,1756741;5,264285714
1100064;2017;1;0,041339396;0,64877803;0;35489081,4;89,05789097;328377;27,92004312;39,32674944;0;189;0;495,5187214;5,128571429
1100064;2018;3;0,128534704;0,605867347;0;40311714,05;90,6983217;330232;31,31828533;38,54381162;4;209;0;515,4842658;5,207142857
1100064;2019;2;0,085579803;0,491863905;0;48330791,94;90,22526514;334922;33,13935782;39,10283588;2;210;0;842,5995557;5,285714286
1100098;2007;13;0,397553517;0,540816327;0;26594261,24;87,32115233;220452;28,60894889;41,87850416;17;85;0;137,8612207;3,916666667
1100098;2008;12;0,350672122;0,469529086;0;35711541,15;91,1910986;265616;29,29191013;40,39252153;19;172;0;164,7060109;4,216666667
1100098;2009;9;0,24;0,526753864;0;31785742,79;89,13567629;291491;28,24958575;41,49047483;15;104;0;196,5637129;4,516666667
1100098;2010;11;0,282631038;0,498107085;0;38964907,59;92,53939372;311788;28,38210579;42,54397219;15;195;0;270,3144586;4,541666667
1100098;2011;11;0,270735909;0,4728;0;42223800,7;91,52514662;347581;29,95244274;42,82800268;38;216;0;277,6502192;4,566666667
1100098;2012;10;0,23557126;0,608401566;0;47893512,95;88,65888325;376177;28,91218761;42,74929089;19;302;0;307,4614786;4,941666667
1100098;2013;11;0,249602904;0,5424;0;41669488,13;82,54357262;426546;26,89768513;40,95877115;20;186;0;305,6270037;5,316666667
1100098;2014;11;0,223850224;0,439646202;0;43622047,81;77,04242176;462389;28,91504772;38,88522435;34;200;0;323,2157948;5,270833333
1100098;2015;17;0,338308458;0,379955362;0;51943145,33;74,89110851;483962;30,20980986;40,46908642;3;214;0;360,8566091;5,225
1100098;2016;10;0,198255353;0,367419738;0;59428326,43;71,40544494;543318;29,3485583;39,17963329;3;301;0;301,787897;5,20625
1100098;2017;14;0,280448718;0,361961451;0;54682466,29;74,14422909;566361;28,91459687;40,77840812;3;204;0;274,4950204;5,1875
1100098;2018;16;0,317901848;0,380737658;0;59671195,32;77,51531676;606072;30,19558732;40,20149421;2;250;0;310,0528993;5,225
1100098;2019;18;0,364151325;0,379073303;0;66801483,9;74,73421475;624787;31,03361626;40,7793376;2;291;0;451,3108484;5,2625
1100106;2007;23;0,767690254;0,374278888;0;31378520,99;100,4777964;374116;43,67495643;49,3702488;15;101;0;198,0958814;3,66
1100106;2008;22;0,723922343;0,266540643;3000;35448086,23;102,081569;491320;48,42383782;45,75897582;16;301;0;263,7609502;3,78
1100106;2009;26;0,785024155;0,358657743;7880;35012573,67;103,8783465;521104;47,30706347;46,24278455;144;158;0;330,440055;3,9
1100106;2010;28;0,782560089;0,418195983;8600;47025128,44;102,3559915;598167;45,68874579;47,35985101;425;387;0;397,2145057;4,03
1100106;2011;34;0,946284442;0,313567273;9000;52420886,28;81,47620735;715386;48,05042313;44,33019377;694;269;0;420,6731315;4,16
1100106;2012;34;0,87606287;0,320774061;0;57417212,35;95,97192159;516172;42,44496021;48,72426246;146;442;0;466,8668793;4,17
1100106;2013;42;1,045816733;0,343723256;0;56494377,93;84,20234584;605131;42,46700301;48,5691528;136;345;0;490,9184238;4,18
1100106;2014;32;0,768676435;0,357600416;17339,36;64149233,47;86,89819733;646154;42,31328754;47,17683401;111;340;0;477,4031136;4,306666667
1100106;2015;25;0,603573153;0,340029728;103405,55;64191457,45;81,5344038;682458;42,16010363;47,83928095;19;263;0;525,5562663;4,433333333
1100106;2016;30;0,763358779;0,333374023;15758;68709060,65;80,12609858;740352;42,31446663;46,98319178;7;440;0;528,6293541;4,352380952
1100106;2017;27;0,677710843;0,304891158;2600;71760256,64;81,72972108;775195;41,82870117;48,84964428;45;323;0;510,4747069;4,271428571
1100106;2018;35;0,864197531;0,273472222;0;77209848,36;81,27698653;837459;43,22647437;47,70167853;6;357;0;516,4059968;4,4
1100106;2019;28;0,750670241;0,342537804;0;88538382,74;77,81133741;892778;44,17749989;47,57341691;4;362;0;526,5346951;4,528571429
1100114;2007;39;0,524475524;0,307388117;0;48996490,23;94,50509847;693762;30,1676944;29,45289595;22;122;0;132,3284178;3,666666667
1100114;2008;39;0,532350532;0,265377759;0;45634100,21;88,04305055;708837;31,0223648;32,13954689;31;302;0;186,0544211;3,833333333
1100114;2009;43;0,575944281;0,334999636;0;61227153,61;88,63103911;722047;31,92160621;35,22623874;30;155;0;245,6043411;4
1100114;2010;45;0,56158742;0,338917936;0;67313848,31;86,12970976;797296;32,93431799;35,12095884;46;447;0;315,713751;4,108333333
1100114;2011;50;0,570971794;0,337817132;0;75380560,81;82,57512808;861623;36,86554328;36,91266366;31;339;0;327,3279321;4,216666667
1100114;2012;52;0,592322588;0,394376996;0;80745834,93;79,38251404;1004964;37,45338141;34,93130102;44;529;0;378,0248476;4,225
1100114;2013;58;0,622384376;0,360547122;0;76048823,74;77,98219513;1070429;38,98119352;33,9654475;40;370;0;463,0124716;4,233333333
1100114;2014;54;0,557736005;0,35162397;0;85071309,12;75,64672688;1130660;39,67664904;33,5240479;113;422;0;510,4632327;4,65
1100114;2015;48;0,502986482;0,346618106;0;87151090,02;74,79601274;1207965;39,44013279;33,36826812;10;416;0;571,8957751;5,066666667
1100114;2016;40;0,437684648;0,402785028;0;92229507,06;70,29142421;1313922;37,92333183;32,04360685;24;549;0;584,5498855;5,111904762
1100114;2017;42;0,431388661;0,455379785;0;96279930,65;65,07078227;1354733;37,31185407;33,62131136;19;465;0;548,6345071;5,157142857
1100114;2018;47;0,469249201;0,443425606;0;112876146,6;68,749671;1484555;39,7654516;32,83280175;4;505;0;691,0883173;5,121428571
1100114;2019;47;0,458715596;0,394454741;0;136601509,4;66,39908763;1500855;43,09850052;34,34422379;13;565;0;828,7688065;5,085714286
1100122;2007;166;0,850017922;0,34727893;0;90368105,97;78,63988216;1257350;43,80864517;34,75690937;113;373;65544;282,8495575;3,72
1100122;2008;192;0,945952604;0,299598357;0;124541009,1;83,94923538;1496176;44,62102052;34,43057501;187;558;99618;366,3220814;3,88
1100122;2009;183;0,822878727;0,344940336;25050;111973007,2;84,36019736;1640344;44,03576323;35,35264554;100;433;103608;428,514884;4,04
1100122;2010;204;0,906948829;0,346303065;1069235,29;124095316,1;83,56427807;1855359;42,29445622;36,69176693;253;948;103192;520,8481872;4,29
1100122;2011;206;0,846100136;0,331770382;2553436,52;141284794,2;80,32900517;2056220;43,42176421;37,137709;252;1195;133567;514,6346896;4,54
1100122;2012;219;0,856304985;0,33265126;0;143495982,4;75,2213952;2318729;44,59779474;35,71167653;199;1467;164124;612,537488;4,79
1100122;2013;210;0,784284434;0,340564059;225174,93;151032939;71,83235239;2374801;44,56823961;37,12508964;193;1330;142622;675,6386055;5,04
1100122;2014;206;0,739995689;0,351757432;0;182075008;69,96874591;2651246;46,77261182;36,04448625;202;1139;142299;739,7410446;5,27
1100122;2015;233;0,841307095;0,36331734;0;206158590;69,22884421;2755755;46,0896923;36,59040807;75;1133;135888;878,7972467;5,5
1100122;2016;229;0,855467145;0,381007275;0;205553127,2;67,17165879;2985775;45,54475806;35,68869054;65;1472;119252;976,64167;5,4
1100122;2017;227;0,8114968;0,377823182;0;217194005,9;67,77642732;3062162;46,12489476;37,2718687;65;1550;130942;958,1662256;5,3
1100122;2018;213;0,741256308;0,385747292;0;230902286,9;69,20709335;3466810;46,76506644;35,2695129;68;1786;159633;870,1842992;5,214285714
1100122;2019;218;0,742532103;0,353555861;0;243929438,4;70,56943542;3783206;47,58635929;34,95413678;132;2066;167567;1091,990821;5,128571429
1100130;2007;16;0,681140911;0,38292011;0;24786394,8;81,54212639;183666;22,02748467;51,71180295;5;83;0;56,51178099;3,483333333
1100130;2008;10;0,490918017;0,341796875;0;40360346,07;91,85317311;234494;21,02015403;48,54879016;4;179;0;60,64904859;3,716666667
1100130;2009;15;0,654450262;0,336108221;0;32324912,39;91,42419083;254438;20,52720113;49,68833272;3;63;0;74,68868243;3,95
1100130;2010;14;0,529100529;0,314924392;0;39590425,88;91,37943577;272201;21,47787848;48,10562783;17;147;0;102,0491886;3,95
1100130;2011;21;0,761145343;0,376926281;0;46186383,91;92,94164654;301792;22,00522214;48,52481179;20;227;0;111,3902255;3,95
1100130;2012;28;1,0286554;0,4176;0;53630887,45;89,33810211;353071;22,37028813;45,38718841;12;310;0;116,7774717;4,158333333
1100130;2013;26;0,879864636;0,319979188;0;48641083,24;87,93547523;396658;21,59542982;45,04913553;12;192;0;256,1614334;4,366666667
1100130;2014;23;0,7804547;0,323341837;0;56993380,8;83,88388083;424790;22,77501824;44,65076862;37;232;0;363,8331282;4,5
1100130;2015;23;0,757077024;0,346893491;0;57870026,96;80,9261526;451940;23,26326504;45,70009293;8;207;0;426,564407;4,633333333
1100130;2016;21;0,680933852;0,418209877;0;65317429,84;80,49819354;512904;22,59760111;43,60465116;5;353;0;446,5830262;4,752380952
1100130;2017;22;0,679431748;0,354003906;0;70730994,5;80,21958962;587758;20,15336244;42,21516338;5;246;0;502,5512435;4,871428571
1100130;2018;23;0,69591528;0,312716263;0;81312605,52;80,95144782;642283;20,33994361;42,6814971;1;260;0;586,4074552;4,685714286
1100130;2019;24;0,732153752;0,348794741;0;85349917,87;79,36682096;632997;21,84038787;44,91158726;2;233;0;692,6600246;4,5
1100155;2007;40;0,9854644;0,363442665;0;26597113,45;95,1281494;319107;34,7808102;38,9609128;19;123;0;186,583375;3,566666667
1100155;2008;39;0,859409431;0,375732792;0;35157159,67;81,95283702;400931;33,37257533;36,59582322;20;250;0;234,3641892;3,708333333
1100155;2009;47;1,286966046;0,350627547;0;40583477,68;85,50233027;399690;34,90380045;41,01078336;19;117;0;261,3375968;3,85
1100155;2010;48;1,105990783;0,35887732;0;50990265,26;81,61653281;477501;33,88537406;40,13939238;15;275;0;374,0325746;4,008333333
1100155;2011;62;1,14075437;0,341375719;0;54181658,21;83,53072785;507790;34,13458319;40,03446307;11;326;0;388,6971785;4,166666667
1100155;2012;61;1,054086746;0,394737645;0;64403111,69;78,65281171;527990;34,150268;40,78997708;19;423;0;453,7022045;4,508333333
1100155;2013;48;0,865020724;0,387456516;0;58462963,12;79,5929399;556443;34,21482524;40,82574496;19;292;0;502,4205423;4,85
1100155;2014;44;0,762697175;0,422820454;0;61089085,56;73,20817223;600734;35,10555421;38,83848758;45;323;0;555,265683;5,041666667
1100155;2015;40;0,694323902;0,385044283;0;65678816,14;72,26571236;633050;35,89447911;38,83990206;5;327;0;667,0751471;5,233333333
1100155;2016;49;0,862220658;0,439233563;0;72583018,43;71,1176406;711121;35,00487259;37,33077774;7;393;0;680,4681342;5,045238095
1100155;2017;40;0,681431005;0,518511111;0;72439398,72;67,07420969;762112;32,795967;37,73802276;9;349;0;693,817965;4,857142857
1100155;2018;12;0,223505308;0,629788344;0;82323584,83;68,81132159;807497;35,30031691;36,90837242;2;436;0;1038,950306;4,75
1100155;2019;32;0,524848286;0,456668521;0;85486639,76;70,54110697;834959;37,74676361;36,60155768;7;483;0;945,2263919;4,642857143
1100189;2007;28;0,45751634;0,375874274;0;26320600;91,35916883;336934;37,44769005;39,69531125;49;114;0;178,6049838;3,9
1100189;2008;32;0,489895897;0,372512;0;37431465;94,67407069;419978;39,29134383;39,89018472;79;216;0;251,6066499;4,19
1100189;2009;34;0,453454254;0,360919615;0;40404008;92,86947859;471876;38,8250303;38,97612932;51;121;0;312,1461362;4,48
1100189;2010;32;0,393555528;0,387570285;0;42351563;94,21609356;540862;37,21466844;38,9576269;50;327;0;395,2080508;4,73
1100189;2011;46;0,566432705;0,376790133;0;49255007,83;93,24573158;602732;38,02104418;39,34435205;113;440;0;380,7746569;4,98
1100189;2012;41;0,455960854;0,395728547;0;53635921,06;91,68530385;687732;39,41259095;38,30125688;90;463;0;428,2409949;5,08
1100189;2013;33;0,352225424;0,398634033;0;51142632,37;84,34785799;755542;37,83919359;36,43913906;137;346;0;464,1764922;5,18
1100189;2014;33;0,353659844;0,400297284;0;63298980,49;80,90285352;837925;38,92174121;36,69672107;98;324;0;479,7146728;5,256666667
1100189;2015;33;0,34817472;0,415836801;0;71530234,59;82,25776204;906443;37,01247624;36,11931473;20;322;0;528,1429577;5,333333333
1100189;2016;35;0,393214246;0,492199546;0;82256825,87;79,92624403;1000682;36,8828459;35,36458136;11;408;0;467,3439625;5,185416667
1100189;2017;33;0,357995227;0,449965398;0;81198537,56;82,04962306;1050682;35,68367974;37,26341557;23;346;0;480,3548973;5,0375
1100189;2018;37;0,389023236;0,44810886;0;88795910,81;83,42667089;1129770;36,90990202;37,55596272;11;401;0;433,8553583;5,025892857
1100189;2019;41;0,410287201;0,387417392;0;92862228,87;76,88339201;1164694;38,50015541;38,69763217;14;534;0;640,1524067;5,014285714
1100205;2007;626;0,526514992;0,328639615;23107,32;368697095,3;75,9668623;4474812;43,72257427;38,07824776;210;1499;340633;393,3998938;3,533333333
1100205;2008;739;0,566809072;0,346657053;0;517543222,7;76,46351046;5267602;43,62267688;36,78055024;413;2260;361594;507,6459245;3,616666667
1100205;2009;920;0,590500642;0,323184619;0;577048334,9;61,1761747;6841953;39,7281741;33,86217356;456;1896;482789;578,4920963;3,7
1100205;2010;977;0,530669665;0,310750253;1043384,34;735859022,2;59,69469097;9093824;36,69826907;32,14989646;401;5244;608567;675,2201885;3,7
1100205;2011;1064;0,555898057;0,313776741;1729854,45;834492140,1;60,15783807;11139255;34,52191372;29,82907744;638;4500;791317;665,1367952;3,7
1100205;2012;1029;0,52703554;0,306635406;62966,32;962852525,3;57,03136872;11970877;38,58450805;31,33479694;342;4932;884691;743,6301479;3,791666667
1100205;2013;1026;0,540611745;0,316525107;817903,46;815421100,1;57,60423764;11699707;40,07903788;33,4002296;268;4392;773237;801,9810468;3,883333333
1100205;2014;992;0,525423729;0,320663593;73912,7;984446643,5;57,42191164;12793026;42,09587317;32,63860325;725;4294;747274;838,7949627;4,079166667
1100205;2015;914;0,523665198;0,337574972;2192822,51;1138308111;58,34785984;13970352;40,07909751;32,17030609;181;3963;824052;1177,838703;4,275
1100205;2016;850;0,518014724;0,346891427;4000;1185271903;60,17951327;14751261;40,23388238;32,5971861;83;4614;739626;1289,633396;4,4125
1100205;2017;751;0,458270532;0,375911851;27540,53;1194086709;62,72395169;16974627;35,88028768;30,21520296;123;4796;723458;1384,521235;4,55
1100205;2018;744;0,470710304;0,385767734;0;1298923901;63,8902097;16655670;40,01509396;33,24826921;49;5712;783896;1473,007878;4,68125
1100205;2019;645;0,411653955;0,379041592;164060,33;1385330526;64,80075924;17906443;40,16315803;32,15747538;39;6498;704452;1516,576271;4,8125
1100254;2007;4;0,224466891;0,4140625;0;16697694,38;109,4314608;159520;26,03811434;45,41060682;10;41;0;84,59469253;4,05
1100254;2008;2;0,107469103;0,4632;0;20622833,7;97,03271293;196550;26,24726533;42,54439074;4;159;0;113,8180544;4,225
1100254;2009;8;0,406091371;0,41625;0;20845382,86;96,63720215;216194;25,57702804;42,47111391;6;71;0;177,4309453;4,4
1100254;2010;6;0,293111871;0,417624521;0;29873554,61;96,99298113;235589;26,46643095;43,76010765;10;113;0;260,0862794;4,383333333
1100254;2011;14;0,648748842;0,386649408;0;30544473,1;98,14734898;250510;26,92547204;44,04854098;4;201;0;281,9575947;4,366666667
1100254;2012;10;0,438020149;0,371273713;7765;32625913,99;97,74194704;278269;25,83687008;41,89830703;38;226;0;294,1008922;4,741666667
1100254;2013;10;0,38925652;0,416884101;0;32530383,3;86,50322006;292636;25,53957818;43,03640017;27;122;0;373,7163986;5,116666667
1100254;2014;14;0,551181102;0,399319471;0;33834393,61;87,28000808;334713;27,063783;39,98918476;38;132;0;405,3644395;5,191666667
1100254;2015;11;0,414156627;0,452310133;0;38288199,41;85,6782237;359302;26,79834791;39,14812609;10;157;0;554,7475865;5,266666667
1100254;2016;14;0,552486188;0,409202832;0;40524807,82;87,19394899;388308;27,0589326;39,42772232;2;222;0;709,2183972;5,369047619
1100254;2017;11;0,515947467;0,409939236;0;41527551,9;85,7609533;410136;25,69220941;39,80045643;7;141;0;684,6821868;5,471428571
1100254;2018;9;0,356294537;0,406899811;8943,96;43022925,56;88,00942204;418683;28,00663031;38,54658536;1;154;0;811,3218533;5,4
1100254;2019;27;1,077844311;0,368234997;10183,73;46983852,94;85,71396748;427885;29,53270154;37,61992124;7;180;0;957,1967908;5,328571429
1100288;2007;18;0,252737995;0,487366231;514934,9;45259246,2;89,75808496;466023;34,26375951;37,68462072;19;164;0;131,7577806;3,633333333
1100288;2008;33;0,410805428;0,431210862;0;56065947,24;88,70779099;590513;34,72590781;35,26526935;27;290;0;185,9325498;3,816666667
1100288;2009;30;0,422059651;0,474352845;0;49688614,93;84,16100936;570998;36,90503294;40,04655008;36;167;0;284,3657739;4
1100288;2010;28;0,396151669;0,496748179;0;62115127,5;87,03806417;627848;35,77904206;40,95863967;42;430;0;333,1300973;4,04
1100288;2011;36;0,409882728;0,501286378;0;78769034,03;83,31139648;756305;37,38914856;39,27013573;46;419;0;354,9110973;4,08
1100288;2012;41;0,408366534;0,520387812;0;73842670,6;78,5270306;845500;36,22329982;37,34488468;37;626;0;372,6959453;4,41
1100288;2013;47;0,444486476;0,502065392;0;71959897,08;72,83913445;926089;36,67844019;35,7404094;51;566;0;372,8596884;4,74
1100288;2014;49;0,44211856;0,60528;0;90771819,4;72,88516439;1024962;36,89414827;35,48980352;79;513;0;391,95011;4,97
1100288;2015;50;0,489045383;0,606132452;0;95318938,92;70,65415581;1082400;36,61492979;35,21082779;39;576;0;452,2107795;5,2
1100288;2016;56;0,539343157;0,599515257;192231,96;100683354,2;70,55630415;1197691;35,64258227;34,02004357;17;593;0;561,7176892;5,35
1100288;2017;64;0,5893186;0,529692062;0;106510133,7;66,33516089;1304503;33,73545327;33,75392774;13;582;0;572,5219652;5,5
1100288;2018;55;0,495138639;0,572129828;0;107961069,5;66,30139636;1291476;38,5536394;35,93353651;9;597;0;616,1332415;5,464285714
1100288;2019;59;0,492816572;0,588036127;0;126273863,3;64,29815534;1281314;41,24789084;37,5207014;12;722;0;607,9712641;5,428571429
1100304;2007;108;0,812213281;0,359783562;0;73935887,27;83,57828459;916061;41,62222821;35,63550899;122;374;65544;262,2197384;3,833333333
1100304;2008;116;0,819266897;0,337152011;0;89678731,46;72,59601526;1148345;43,4034197;34,08601074;195;506;99618;342,3786643;4,008333333
1100304;2009;143;0,983426174;0,35960127;0;92244506,96;81,84875666;1244988;43,72837329;35,25688601;238;398;103608;418,300733;4,183333333
1100304;2010;150;0,916198387;0,371581659;310561,94;105569442,1;79,23698654;1447187;42,64466168;35,81078326;230;875;103192;552,5780101;4,458333333
1100304;2011;141;0,797105546;0,352896051;29208,64;132274469;81,16207311;1491477;45,32144981;38,74240099;249;773;133567;609,3405903;4,733333333
1100304;2012;152;0,861873441;0,356226485;0;172056957,3;79,58778466;1797976;41,91479753;34,71286602;178;1106;164124;659,6549736;4,858333333
1100304;2013;149;0,777256129;0,350071128;0;161946732,6;73,5439464;2011515;41,89921527;34,57518338;208;967;142622;690,6996598;4,983333333
1100304;2014;164;0,804986993;0,364522328;0;185552126,8;72,59679643;2124668;43,40720527;35,32396591;259;988;142299;746,1584815;5,029166667
1100304;2015;185;0,939277011;0,371114681;0;194019109,9;68,49798273;2185475;42,85992748;36,15474897;77;1025;135888;789,3758429;5,075
1100304;2016;190;0,969932105;0,427146067;0;203881597;64,83781141;2421840;41,41190169;34,91968916;77;1082;119252;729,1211142;4,998611111
1100304;2017;174;0,876750983;0,444101048;0;213806258,1;64,60573724;2523712;41,07897415;36,04710046;56;950;130942;662,7854879;4,922222222
1100304;2018;160;0,777000777;0,458659642;0;237383923,3;65,92751187;2720979;42,71730873;36,8447533;44;1174;159633;767,207136;4,917361111
1100304;2019;176;0,807969518;0,446425956;0;272010016,2;63,10784599;2832738;46,18160945;38,35307042;32;1514;167567;824,1971596;4,9125
1100452;2007;17;0,632440476;0,472910927;0;26847330,48;100,1733296;225142;22,61239573;45,97231969;5;82;0;77,16127737;3,42
1100452;2008;19;0,707635009;0,378042185;0;30305290,2;94,60171923;270880;23,43657708;44,03573538;3;240;0;109,1029943;3,67
1100452;2009;21;0,691699605;0,548828125;0;34937488,07;92,24944301;290764;23,25115902;46,53327097;20;114;0;129,6045744;3,92
1100452;2010;15;0,508819539;0,408057851;0;43163111,65;92,52521655;336265;24,77688728;43,00001487;20;203;0;176,3600591;4,16
1100452;2011;24;0,669269381;0,412272471;0;45871932,71;91,67040183;380852;25,73598143;43,25354731;17;266;0;194,5641081;4,4
1100452;2012;24;0,757336699;0,412742382;0;54491300,54;86,20729887;403805;25,1381236;43,1539976;49;348;0;195,6702998;4,69
1100452;2013;25;0,791139241;0,436862245;0;45613807,91;83,79733471;427488;24,46828917;44,24030616;19;249;0;190,695167;4,98
1100452;2014;23;0,647340276;0,426745562;0;54287631,22;77,76433444;475961;26,21832461;42,57008452;37;260;0;209,7092319;5,123333333
1100452;2015;21;0,541237113;0,458059673;0;53978978,39;79,84725686;519513;26,42590272;42,20529611;3;228;0;257,7432553;5,266666667
